nboletahogar,nlinea,parentesco,sexo,edad,embarazada_lactante,sabe_leer,asistido_escuela_vez,estudiando_actual,grado_estudio,grado_estudio_an,ocupacion
GHCUES0064,3,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,1-Primaria,6,18- Obrero especializado de fábrica
GHCUES0064,4,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0064,5,3-Hijo,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0064,6,3-Hijo,1-Hombre,4,,,,,,,
GHCUES0065,1,1-Jefe del hogar,1-Hombre,26,,01-Si,01-Si,02-No,2-Secundaria,3,18- Obrero especializado de fábrica
GHCUES0065,2,2-Esposa/esposo,2-Mujer,25,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0065,3,3-Hijo,1-Hombre,2,,,,,,,
GHCUES0067,1,1-Jefe del hogar,1-Hombre,34,,01-Si,01-Si,02-No,2-Secundaria,6,19- Obrero especializado independiente
GHCUES0067,2,2-Esposa/esposo,2-Mujer,32,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES0067,3,10-Hijo adoptado de crianza,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0067,4,3-Hijo,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0067,5,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0067,6,7-Suegro/a,1-Hombre,79,,02-No,02-No,,,,00-Ninguna
GHCUES0068,1,1-Jefe del hogar,1-Hombre,64,,02-No,02-No,,,,08 - Jornalero no agrícola
GHCUES0068,2,2-Esposa/esposo,2-Mujer,52,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0068,3,7-Suegro/a,2-Mujer,75,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0069,1,1-Jefe del hogar,1-Hombre,22,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES0069,2,2-Esposa/esposo,2-Mujer,23,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0069,3,3-Hijo,1-Hombre,2,,,,,,,
GHCUES0070,1,1-Jefe del hogar,2-Mujer,50,4-No aplica,02-No,02-No,,,,13- Comerciante de la producción manufacturera casera familiar
GHCUES0070,2,3-Hijo,1-Hombre,22,,01-Si,01-Si,02-No,2-Secundaria,2,08 - Jornalero no agrícola
GHCUES0070,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,2,08 - Jornalero no agrícola
GHCUES0072,1,1-Jefe del hogar,2-Mujer,55,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0072,2,3-Hijo,2-Mujer,29,3-No embarazada ni lactante,02-No,02-No,,,,13- Comerciante de la producción manufacturera casera familiar
GHCUES0072,3,3-Hijo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES0073,1,1-Jefe del hogar,2-Mujer,70,4-No aplica,01-Si,01-Si,02-No,9-No sabe,8,09- Trabajador en oficios domésticos
GHCUES0073,2,6-Padre/madre,2-Mujer,85,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0075,1,1-Jefe del hogar,1-Hombre,36,,01-Si,02-No,,,,15- Comerciante fijo en la comunidad
GHCUES0075,2,2-Esposa/esposo,2-Mujer,36,2-Lactante,01-Si,01-Si,02-No,1-Primaria,5,13- Comerciante de la producción manufacturera casera familiar
GHCUES0075,3,3-Hijo,1-Hombre,4,,,,,,,
GHCUES0075,4,3-Hijo,1-Hombre,1,,,,,,,
GHCUES0076,1,1-Jefe del hogar,1-Hombre,39,,01-Si,01-Si,02-No,2-Secundaria,6,19- Obrero especializado independiente
GHCUES0076,2,2-Esposa/esposo,2-Mujer,42,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0076,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES0076,4,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0076,5,3-Hijo,2-Mujer,6,4-No aplica,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES0076,6,7-Suegro/a,2-Mujer,64,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,3,09- Trabajador en oficios domésticos
GHCUES0077,1,1-Jefe del hogar,2-Mujer,67,4-No aplica,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES0077,2,5-Nieto,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0077,3,5-Nieto,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0078,1,1-Jefe del hogar,1-Hombre,65,,01-Si,01-Si,02-No,1-Primaria,6,19- Obrero especializado independiente
GHCUES0078,2,2-Esposa/esposo,2-Mujer,63,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0078,3,3-Hijo,1-Hombre,39,,01-Si,01-Si,02-No,2-Secundaria,6,20- Empleado de fuerzas de seguridad
GHCUES0078,4,5-Nieto,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES0079,1,1-Jefe del hogar,1-Hombre,36,,01-Si,01-Si,01-Si,1-Primaria,4,20- Empleado de fuerzas de seguridad
GHCUES0079,2,2-Esposa/esposo,2-Mujer,34,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES0079,3,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,2,07 - Escolar / estudiante
GHCUES0079,4,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0079,5,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0080,1,1-Jefe del hogar,1-Hombre,24,,01-Si,01-Si,01-Si,3-Superior/universitaria,2,21- Empleado especializado público o privado
GHCUES0081,1,1-Jefe del hogar,1-Hombre,59,,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0081,2,2-Esposa/esposo,2-Mujer,55,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0081,3,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,01-Si,3-Superior/universitaria,5,07 - Escolar / estudiante
GHCUES0082,1,1-Jefe del hogar,1-Hombre,73,,01-Si,01-Si,02-No,1-Primaria,3,19- Obrero especializado independiente
GHCUES0082,2,2-Esposa/esposo,2-Mujer,62,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES0091,1,1-Jefe del hogar,1-Hombre,51,,01-Si,01-Si,02-No,1-Primaria,4,18- Obrero especializado de fábrica
GHCUES0091,2,2-Esposa/esposo,2-Mujer,27,2-Lactante,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES0091,3,3-Hijo,1-Hombre,6,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0091,4,3-Hijo,1-Hombre,4,,,,,,,
GHCUES0091,5,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES0092,1,1-Jefe del hogar,1-Hombre,40,,01-Si,01-Si,02-No,1-Primaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0092,2,2-Esposa/esposo,2-Mujer,40,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES0092,3,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,5,00-Ninguna
GHCUES0092,4,3-Hijo,2-Mujer,19,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,18- Obrero especializado de fábrica
GHCUES0092,5,3-Hijo,1-Hombre,17,,01-Si,01-Si,02-No,1-Primaria,6,00-Ninguna
GHCUES0092,6,3-Hijo,1-Hombre,10,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0093,1,1-Jefe del hogar,1-Hombre,32,,01-Si,01-Si,02-No,2-Secundaria,1,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0093,2,2-Esposa/esposo,2-Mujer,31,2-Lactante,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES0093,3,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES0093,4,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0093,5,3-Hijo,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0093,6,3-Hijo,1-Hombre,1,,,,,,,
GHCUES0094,1,1-Jefe del hogar,1-Hombre,30,,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES0094,2,2-Esposa/esposo,2-Mujer,25,2-Lactante,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES0094,3,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES0094,4,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES0095,1,1-Jefe del hogar,1-Hombre,32,,01-Si,01-Si,02-No,2-Secundaria,6,18- Obrero especializado de fábrica
GHCUES0095,2,2-Esposa/esposo,2-Mujer,31,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0095,3,3-Hijo,1-Hombre,13,,01-Si,01-Si,02-No,1-Primaria,4,
GHCUES0095,4,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,1-Primaria,0,
GHCUES0096,1,1-Jefe del hogar,1-Hombre,69,,02-No,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES0096,2,3-Hijo,1-Hombre,34,,01-Si,01-Si,02-No,2-Secundaria,3,14- Comerciante ambulante
GHCUES0097,1,1-Jefe del hogar,2-Mujer,57,4-No aplica,01-Si,01-Si,02-No,1-Primaria,1,13- Comerciante de la producción manufacturera casera familiar
GHCUES0098,1,1-Jefe del hogar,1-Hombre,55,,01-Si,02-No,,,,19- Obrero especializado independiente
GHCUES0098,2,2-Esposa/esposo,2-Mujer,53,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES0098,3,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,1-Primaria,6,18- Obrero especializado de fábrica
GHCUES0098,4,3-Hijo,2-Mujer,28,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0098,5,4-Yerno/nuera,1-Hombre,30,,01-Si,01-Si,02-No,1-Primaria,6,18- Obrero especializado de fábrica
GHCUES0098,6,5-Nieto,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0098,7,5-Nieto,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0098,8,5-Nieto,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0098,9,3-Hijo,2-Mujer,26,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,2,06 - Ama de casa
GHCUES0098,10,4-Yerno/nuera,1-Hombre,27,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES0098,11,5-Nieto,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0098,12,5-Nieto,1-Hombre,3,,,,,,,
GHCUES0099,1,1-Jefe del hogar,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES0099,2,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES0099,3,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,1,07 - Escolar / estudiante
GHCUES0099,4,3-Hijo,1-Hombre,14,,01-Si,01-Si,02-No,1-Primaria,3,
GHCUES0099,5,3-Hijo,1-Hombre,7,,02-No,02-No,,,,
GHCUES0099,6,3-Hijo,1-Hombre,5,,,,,,,
GHCUES0100,1,1-Jefe del hogar,2-Mujer,54,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES0100,2,3-Hijo,1-Hombre,30,,01-Si,01-Si,02-No,3-Superior/universitaria,5,18- Obrero especializado de fábrica
GHCUES0101,1,1-Jefe del hogar,1-Hombre,60,,01-Si,01-Si,02-No,2-Secundaria,3,19- Obrero especializado independiente
GHCUES0101,2,2-Esposa/esposo,2-Mujer,57,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,13- Comerciante de la producción manufacturera casera familiar
GHCUES0102,1,1-Jefe del hogar,2-Mujer,47,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0102,2,3-Hijo,1-Hombre,28,,01-Si,01-Si,02-No,3-Superior/universitaria,6,00-Ninguna
GHCUES0102,3,3-Hijo,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES0102,4,3-Hijo,2-Mujer,26,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES0102,5,5-Nieto,1-Hombre,3,,,,,,,
GHCUES0103,1,1-Jefe del hogar,1-Hombre,37,,01-Si,01-Si,02-No,2-Secundaria,3,21- Empleado especializado público o privado
GHCUES0103,2,2-Esposa/esposo,2-Mujer,37,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0103,3,3-Hijo,1-Hombre,11,,01-Si,01-Si,02-No,1-Primaria,4,
GHCUES0103,4,3-Hijo,1-Hombre,1,,,,,,,
GHCUES0104,1,1-Jefe del hogar,1-Hombre,37,,01-Si,01-Si,02-No,1-Primaria,3,19- Obrero especializado independiente
GHCUES0104,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES0104,3,10-Hijo adoptado de crianza,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,3,00-Ninguna
GHCUES0104,4,10-Hijo adoptado de crianza,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0104,5,10-Hijo adoptado de crianza,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0105,1,1-Jefe del hogar,2-Mujer,51,4-No aplica,01-Si,01-Si,02-No,1-Primaria,1,09- Trabajador en oficios domésticos
GHCUES0105,2,3-Hijo,1-Hombre,19,,01-Si,01-Si,02-No,2-Secundaria,1,00-Ninguna
GHCUES0105,3,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,06 - Ama de casa
GHCUES0106,1,1-Jefe del hogar,1-Hombre,62,,02-No,02-No,,,,18- Obrero especializado de fábrica
GHCUES0106,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,4,09- Trabajador en oficios domésticos
GHCUES0106,3,3-Hijo,2-Mujer,36,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,18- Obrero especializado de fábrica
GHCUES0106,4,5-Nieto,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES0106,5,5-Nieto,2-Mujer,11,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0107,1,1-Jefe del hogar,1-Hombre,28,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES0107,2,2-Esposa/esposo,2-Mujer,27,2-Lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES0107,3,3-Hijo,1-Hombre,8,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES0107,4,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0107,5,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES0108,1,1-Jefe del hogar,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,4,13- Comerciante de la producción manufacturera casera familiar
GHCUES0108,2,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,96-Otros
GHCUES0109,1,1-Jefe del hogar,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,96-Otros
GHCUES0109,2,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,07 - Escolar / estudiante
GHCUES0110,1,1-Jefe del hogar,2-Mujer,45,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,15- Comerciante fijo en la comunidad
GHCUES0110,2,3-Hijo,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,2,19- Obrero especializado independiente
GHCUES0110,3,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,1-Primaria,6,07 - Escolar / estudiante
GHCUES0110,4,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES0111,1,1-Jefe del hogar,1-Hombre,33,,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0111,2,2-Esposa/esposo,2-Mujer,35,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,18- Obrero especializado de fábrica
GHCUES0111,3,3-Hijo,1-Hombre,14,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES0111,4,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES0111,5,3-Hijo,1-Hombre,3,,,,,,,
GHCUES0112,1,1-Jefe del hogar,1-Hombre,36,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0112,2,2-Esposa/esposo,2-Mujer,39,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0112,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0112,4,3-Hijo,1-Hombre,17,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES0112,5,3-Hijo,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES0114,1,1-Jefe del hogar,2-Mujer,52,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES0114,2,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES0114,3,3-Hijo,1-Hombre,14,,01-Si,01-Si,02-No,1-Primaria,6,
GHCUES0114,4,3-Hijo,1-Hombre,5,,,,,,,
GHCUES0115,1,1-Jefe del hogar,1-Hombre,67,,01-Si,01-Si,02-No,1-Primaria,3,00-Ninguna
GHCUES0115,2,3-Hijo,2-Mujer,39,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,18- Obrero especializado de fábrica
GHCUES0115,3,5-Nieto,1-Hombre,23,,01-Si,01-Si,01-Si,2-Secundaria,3,18- Obrero especializado de fábrica
GHCUES0115,4,5-Nieto,1-Hombre,18,,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES0115,5,5-Nieto,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES0118,1,1-Jefe del hogar,1-Hombre,28,,01-Si,01-Si,02-No,2-Secundaria,5,15- Comerciante fijo en la comunidad
GHCUES0118,2,2-Esposa/esposo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0118,3,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES0119,1,1-Jefe del hogar,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,19- Obrero especializado independiente
GHCUES0120,1,1-Jefe del hogar,1-Hombre,42,,01-Si,01-Si,02-No,9-No sabe,8,19- Obrero especializado independiente
GHCUES0120,2,2-Esposa/esposo,2-Mujer,42,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES0120,3,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES0120,4,3-Hijo,2-Mujer,21,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0120,5,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,1,07 - Escolar / estudiante
GHCUES0121,1,1-Jefe del hogar,2-Mujer,57,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0121,2,3-Hijo,2-Mujer,40,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,18- Obrero especializado de fábrica
GHCUES0121,3,5-Nieto,2-Mujer,19,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,6,07 - Escolar / estudiante
GHCUES0121,4,5-Nieto,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0121,5,3-Hijo,2-Mujer,30,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0121,6,5-Nieto,1-Hombre,4,,,,,,,
GHCUES0121,7,5-Nieto,1-Hombre,0,,,,,,,
GHCUES0123,1,1-Jefe del hogar,2-Mujer,79,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,5,06 - Ama de casa
GHCUES0123,2,5-Nieto,1-Hombre,35,,01-Si,01-Si,01-Si,3-Superior/universitaria,1,21- Empleado especializado público o privado
GHCUES0123,3,5-Nieto,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES0124,1,1-Jefe del hogar,1-Hombre,55,,01-Si,01-Si,02-No,3-Superior/universitaria,5,15- Comerciante fijo en la comunidad
GHCUES0124,2,2-Esposa/esposo,2-Mujer,53,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0124,3,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,6,07 - Escolar / estudiante
GHCUES0124,4,3-Hijo,1-Hombre,16,,01-Si,01-Si,01-Si,2-Secundaria,6,07 - Escolar / estudiante
GHCUES0125,1,1-Jefe del hogar,2-Mujer,28,3-No embarazada ni lactante,01-Si,01-Si,01-Si,3-Superior/universitaria,1,21- Empleado especializado público o privado
GHCUES0125,2,8-Hermano/a,1-Hombre,25,,01-Si,01-Si,02-No,2-Secundaria,5,18- Obrero especializado de fábrica
GHCUES0125,3,8-Hermano/a,1-Hombre,22,,01-Si,01-Si,01-Si,2-Secundaria,6,07 - Escolar / estudiante
GHCUES0127,1,1-Jefe del hogar,2-Mujer,83,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,2,00-Ninguna
GHCUES0129,1,1-Jefe del hogar,1-Hombre,81,,01-Si,01-Si,02-No,1-Primaria,3,02-Agricultor dedicado a granos básicos
GHCUES0129,2,2-Esposa/esposo,2-Mujer,76,4-No aplica,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES0131,1,1-Jefe del hogar,1-Hombre,60,,01-Si,01-Si,02-No,2-Secundaria,3,19- Obrero especializado independiente
GHCUES0131,2,6-Padre/madre,2-Mujer,83,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES0134,1,1-Jefe del hogar,1-Hombre,36,,01-Si,01-Si,02-No,2-Secundaria,4,13- Comerciante de la producción manufacturera casera familiar
GHCUES0134,2,2-Esposa/esposo,2-Mujer,31,3-No embarazada ni lactante,01-Si,01-Si,02-No,3-Superior/universitaria,6,21- Empleado especializado público o privado
GHCUES0134,3,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES0134,4,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES0134,5,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES0134,6,6-Padre/madre,1-Hombre,66,,01-Si,01-Si,02-No,1-Primaria,6,23- Enfermo
GHCUES0134,7,6-Padre/madre,2-Mujer,63,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES0136,1,1-Jefe del hogar,2-Mujer,66,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,3,24- Jubilado
GHCUES0138,1,1-Jefe del hogar,2-Mujer,65,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES0138,2,3-Hijo,1-Hombre,38,,01-Si,01-Si,02-No,2-Secundaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0138,3,3-Hijo,1-Hombre,37,,01-Si,01-Si,02-No,2-Secundaria,6,14- Comerciante ambulante
GHCUES0140,1,1-Jefe del hogar,1-Hombre,27,,01-Si,01-Si,02-No,2-Secundaria,3,08 - Jornalero no agrícola
GHCUES0140,2,2-Esposa/esposo,2-Mujer,25,2-Lactante,01-Si,01-Si,02-No,0-Ninguno,0,09- Trabajador en oficios domésticos
GHCUES0140,3,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES0140,4,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES0143,1,1-Jefe del hogar,1-Hombre,53,,01-Si,01-Si,02-No,3-Superior/universitaria,5,15- Comerciante fijo en la comunidad
GHCUES0144,1,1-Jefe del hogar,2-Mujer,80,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,18- Obrero especializado de fábrica
GHCUES0145,1,1-Jefe del hogar,2-Mujer,88,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,5,24- Jubilado
GHCUES0145,2,3-Hijo,2-Mujer,59,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,5,22- Profesional
GHCUES0146,1,1-Jefe del hogar,2-Mujer,31,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES0146,2,12-No hay parentesco,2-Mujer,31,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES0148,1,1-Jefe del hogar,1-Hombre,60,,01-Si,01-Si,02-No,2-Secundaria,6,14- Comerciante ambulante
GHCUES0148,2,2-Esposa/esposo,2-Mujer,55,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,14- Comerciante ambulante
