nboletahogar,notabletahogar,mujerelegible,ninoelegible,ninoadoleselegible,yodo_mg_kg,obs_yodosal,retinol_mg_kg,obs_retinol_azuc,hierro_mg_kg,conglomerado,gps_altitud,ruralurbano,departamento,nlinea_informante,fecha_entrevista,resultado_entrevista1,resultado_entrevista_otro1,resultado_entrevista2,resultado_entrevista_otro2,resultado_entrevista3,resultado_entrevista_otro3,idioma_entrevista,uso_interprete,idioma_materno,hora_inicial1,hora_inicial2,hora_inicial3,hora_final1,hora_final2,hora_final3,num_miembros_hogar,vivienda_propriedad,vivienda_propriedad_o,vivienda_material_pared,vivienda_material_pared_o,vivienda_material_techo,vivienda_material_techo_o,vivienda_material_piso,vivienda_material_piso_o,vivienda_tipo,vivienda_tipo_o,vivienda_cuartos,vivienda_dormitorios,cocina_tiene,cocina_quien,cocina_donde_dormir,cocina_privada,cocina_combustible,cocina_combustible_o,agua_fuente,agua_fuente_o,agua_fuente_donde,agua_fuente_donde_o,agua_pub_priv,agua_almacena,agua_almacena_lavar,agua_trata,agua_trata_hervir,agua_trata_clorar,agua_trata_filtrar,agua_trata_asolear,agua_trata_otro,agua_trata_otro_esp,serv_san_tipo,serv_san_tipo_o,basura_deshacer,basura_deshacer_o,transporte_bicicleta,transporte_motocicleta,transporte_motoneta,transporte_carro,transporte_pickup,transporte_camion,transporte_bestia,transporte_lancha,bienes_luz,bienes_solar,bienes_television,bienes_refri,bienes_telefonofija,bienes_celular,bienes_lavadora,bienes_secadora,bienes_microondas,bienes_computadora,bienes_radio,bienes_aire_acond,bienes_vent_cedazo,lavado_manos_donde,lavado_manos_agua,lavado_manos_jabonbarra,lavado_manos_detergente,lavado_manos_jabonliq,lavado_manos_nojabon,jabon_hogar,jabon_hogar_barra,jabon_hogar_detergente,jabon_hogar_liq,jabon_hogar_nohay,jabon_hogar_nomostro,idioma_hogar,idioma_hogar_o,migrar_trabajar,migrar_trabajar_donde,migrar_trabajar_donde_o,benef_gob_alim_escolar,benef_gob_beca_escolar,benef_gob_util_escolar,benef_gob_vitacereal,benef_gob_raciones,benef_gob_microcredito,benef_gob_insumos_agri,benef_gob_mibonoseguro,benef_gob_otro,benef_gob_otro_esp,benef_ong_mercycorps,benef_ong_pma,benef_ong_share,benef_ong_fundazucar,benef_ong_savechildren,benef_ong_visionmundial,benef_ong_crs,benef_ong_iglesias,benef_ong_otro,benef_ong_otro_esp,remesas,elcsa_1,elcsa_2,elcsa_3,elcsa_4,elcsa_5,elcsa_6,elcsa_7,elcsa_8,elcsa_10,elcsa_11,elcsa_12,elcsa_13,elcsa_14,elcsa_15,elcsa_16,elcsa_puntaje,elcsa_categorias,elcsa_ninos,sal_gruesa,sal_gruesa_libras,sal_gruesa_frec,sal_gruesa_frec_uni,sal_gruesa_casa,sal_gruesa_mostrada,sal_gruesa_marca,sal_gruesa_marca_esp,sal_gruesa_marca_pais,sal_gruesa_yodo_etiq,sal_mesa,sal_mesa_libras,sal_mesa_frec,sal_mesa_frec_uni,sal_mesa_casa,sal_mesa_mostrada,sal_mesa_marca,sal_mesa_marca_esp,sal_mesa_marca_pais,sal_mesa_yodo_etiq,sal_ganado,sal_ganado_libras,sal_ganado_frec,sal_ganado_frec_uni,sal_ganado_casa,sal_ganado_mostrada,sal_ganado_marca,sal_ganado_marca_esp,sal_ganado_marca_pais,sal_ganado_yodo_etiq,sal_mina,sal_mas_usada,sal_mas_usada_o,sal_muestra_recolecto,sal_muestra_etiq,azuc_morena,azuc_morena_libras,azuc_morena_frec,azuc_morena_frec_uni,azuc_morena_casa,azuc_morena_mostrada,azuc_morena_marca,azuc_morena_marca_esp,azuc_morena_marca_pais,azuc_morena_vita_etiq,azuc_morena_hierro_etiq,azuc_morena_ojo,azuc_morena_fecven,azuc_morena_fecven_esp,azuc_morena_ing_vita,azuc_morena_ing_hierro,azuc_stand,azuc_stand_libras,azuc_stand_frec,azuc_stand_frec_uni,azuc_stand_casa,azuc_stand_mostrada,azuc_stand_marca,azuc_stand_marca_esp,azuc_stand_marca_pais,azuc_stand_vita_etiq,azuc_stand_hierro_etiq,azuc_stand_ojo,azuc_stand_fecven,azuc_stand_fecven_esp,azuc_stand_ing_vita,azuc_stand_ing_hierro,azuc_blanca,azuc_blanca_libras,azuc_blanca_frec,azuc_blanca_frec_uni,azuc_blanca_casa,azuc_blanca_mostrada,azuc_blanca_marca,azuc_blanca_marca_esp,azuc_blanca_marca_pais,azuc_blanca_vita_etiq,azuc_blanca_hierro_etiq,azuc_blanca_ojo,azuc_blanca_fecven,azuc_blanca_fecven_esp,azuc_blanca_ing_vita,azuc_blanca_ing_hierro,azuc_panela,azuc_mas_usada,azuc_mas_usada_o,azuc_muestra_recolecto,azuc_muestra_etiq,pan_dulce,pan_dulce_unidades,pan_dulce_frec,pan_dulce_frec_uni,pan_dulce_casa,pan_dulce_mostrado,pan_dulce_marca,pan_dulce_marca_esp,pan_dulce_marca_pais,pan_dulce_hierro_etiq,pan_desab,pan_desab_unidades,pan_desab_frec,pan_desab_frec_uni,pan_desab_casa,pan_desab_mostrado,pan_desab_marca,pan_desab_marca_esp,pan_desab_marca_pais,pan_desab_hierro_etiq,harina_maiz,harina_maiz_libras,harina_maiz_frec,harina_maiz_frec_uni,harina_maiz_casa,harina_maiz_mostrada,harina_maiz_marca,harina_maiz_marca_esp,harina_maiz_marca_pais,harina_maiz_hierro_etiq
GHCUES0539,2,01-Si,02-No,01-Si,13.90628242144767,,,,,247068,1612,2-Rural,Guatemala,1,20996,01-Completa,,,,,,01-Español,02-No,01-Español,43080,,,44699.99999999999,,,5,01-Propia y totalmente pagada,,07-Lepa/palo/caña,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,01-Casa formal,,1,1,02-No,2,01-Si,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,"05-Letrina, pozo ciego, excusado",,02-La queman o entierran,,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,"01-Sí, observado",02-No observado,Yes,No,No,No,,,,,,,01-Español,,02-No,,,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,Inseguridad alimentaria grave,01-Si,1-Si,1,12,1-Días,01-Si,01-Si,02-Marca nacional,SAN PABLO,,"01-Si, dice yodada",2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,,2-No,,,,,,,,,,,,,,,,1-Si,5,1,2-Semanas,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,9,2,1-Días,02-No,,,,,,01-Si,6,2,1-Días,02-No,,,,,,01-Si,2,4,1-Días,02-No,,,,,
GHCUES0542,4,01-Si,02-No,01-Si,,,,,,253028,1419,1-Urban,Guatemala,1,21007,01-Completa,,,,,,01-Español,02-No,01-Español,35100,,,36000,,,5,03-Alquilada,,02-Adobe,,05-Concreto/Loza/Terraza,,05-Ladrillo de cemento (mosaico) granito,,01-Casa formal,,4,2,01-Si,1,02-No,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,"01-Sí, observado","01-Si, observado",Yes,Yes,No,No,,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inseguridad alimentaria leve,01-Si,1-Si,2,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,1-Si,10,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,02-Azúcar morena,,02-No,,01-Si,6,1,1-Días,02-No,,,,,,01-Si,9,1,1-Días,02-No,,,,,,01-Si,7,12,3-Meses,02-No,,,,,
GHCUES0543,4,01-Si,02-No,02-No,,,,,,253028,1422,1-Urban,Guatemala,1,21007,01-Completa,,,,,,01-Español,02-No,01-Español,39900,,,40800.00000000001,,,5,01-Propia y totalmente pagada,,03-Block,,03-Lámina de zinc/metálica,,06-Piso cerámico,,01-Casa formal,,5,4,01-Si,2,02-No,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,03-Rechazo,,No,No,No,No,01-Si,,,,,01-Si,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,0,0,0,0,0,,,,,,,,0,Seguridad alimentaria,02-No,1-Si,2,2,3-Meses,01-Si,01-Si,01-Sin marca,,,,1-Si,1,6,3-Meses,02-No,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,25,45,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,9,1,1-Días,02-No,,,,,,01-Si,42,1,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES0544,2,02-No,02-No,02-No,,,,,,253028,1423,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,32580.00000000001,,,34500,,,2,01-Propia y totalmente pagada,,03-Block,,05-Concreto/Loza/Terraza,,05-Ladrillo de cemento (mosaico) granito,,01-Casa formal,,2,1,01-Si,1,02-No,01-Privado,01-Gas propano,,01-Red pública acueducto,,01-Dentro de la casa,,01-Público,03-No almacena,,02-No tratan el agua,,,,,,,02-Inodoro compartido conectado a alcantarillado,,04-Recolector municipal,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,03-Rechazo,,No,No,No,No,02-No,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,1,1,1,1,1,1,1,,,,,,,,8,Inseguridad alimentaria grave,02-No,1-Si,1,20,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,1,1,2-Semanas,02-No,,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,3,1,1-Días,02-No,,,,,,01-Si,8,1,1-Días,01-Si,01-Si,01-Sin marca,,,,02-No,,,,,,,,,
GHCUES0545,2,01-Si,01-Si,01-Si,18.39503771836506,,,,,253028,1426,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,34620,,,36420,,,4,01-Propia y totalmente pagada,,03-Block,,05-Concreto/Loza/Terraza,,05-Ladrillo de cemento (mosaico) granito,,01-Casa formal,,1,1,02-No,2,01-Si,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,03-Rechazo,,No,No,No,No,01-Si,02-No,02-No,01-Si,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seguridad alimentaria,01-Si,1-Si,1,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,1-Si,1,4,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,GHSAL0545,2-No,,,,,,,,,,,,,,,,1-Si,5,15,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,6,1,1-Días,02-No,,,,,,01-Si,9,1,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES0546,4,02-No,02-No,02-No,,,,,,253028,1430,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,52200,,,53400,,,5,03-Alquilada,,03-Block,,05-Concreto/Loza/Terraza,,06-Piso cerámico,,01-Casa formal,,3,3,01-Si,2,02-No,01-Privado,01-Gas propano,,01-Red pública acueducto,,02-Fuera de la casa en el patio o lote,,01-Público,02-Recipiente tapado,01-Diario,01-Tratan el agua,02-No,02-No,01-Si,02-No,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,03-Rechazo,,No,No,No,No,01-Si,,,,,01-Si,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seguridad alimentaria,01-Si,1-Si,1,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,1-Si,20,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,02-Azúcar morena,,02-No,,01-Si,4,1,2-Semanas,02-No,,,,,,01-Si,12,1,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES0547,2,02-No,02-No,02-No,,,,,,253028,1429,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,40199.99999999999,,,41880,,,2,03-Alquilada,,03-Block,,05-Concreto/Loza/Terraza,,07-Torta de cemento,,03-Cuarto en casa de vecindad,,1,1,02-No,2,01-Si,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,1,1,1,1,0,0,,,,,,,,5,Inseguridad alimentaria moderada,02-No,1-Si,1,20,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,5,15,1-Días,01-Si,01-Si,02-Marca nacional,CAÑA REAL,,"01-Si, dice vitamina A","02-No, no dice hierro","01-Si, empaque tiene ojo rojo/verde","01-Si, tiene fecha vencimiento",21124,03-No hay lista,03-No hay lista,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,3,1,2-Semanas,02-No,,,,,,01-Si,9,1,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES0548,4,02-No,02-No,02-No,,,,,,253028,1417,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,42180,,,43260,,,4,01-Propia y totalmente pagada,,03-Block,,05-Concreto/Loza/Terraza,,07-Torta de cemento,,01-Casa formal,,2,2,01-Si,2,02-No,01-Privado,01-Gas propano,,01-Red pública acueducto,,02-Fuera de la casa en el patio o lote,,01-Público,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,01-Tratan el agua,02-No,02-No,01-Si,02-No,,,01-Inodoro privado conectado a alcantarillado,,04-Recolector municipal,,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,"01-Sí, observado","01-Si, observado",No,Yes,No,No,,,,,,,01-Español,,01-Si,02-En el mismo departamento,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,1,1,0,0,0,1,,,,,,,,3,Inseguridad alimentaria leve,02-No,1-Si,1,1,2-Semanas,01-Si,01-Si,02-Marca nacional,SAL DEL MAR,,"01-Si, dice yodada",2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,1-Si,5,15,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,02-Azúcar morena,,02-No,,01-Si,12,1,1-Días,01-Si,01-Si,01-Sin marca,,,,01-Si,12,1,2-Semanas,02-No,,,,,,01-Si,2,2,3-Meses,02-No,,,,,
GHCUES0549,1,01-Si,02-No,01-Si,25.42627545474792,,,,,253028,1439,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,53760,,,54360,,,4,03-Alquilada,,02-Adobe,,03-Lámina de zinc/metálica,,05-Ladrillo de cemento (mosaico) granito,,01-Casa formal,,2,1,01-Si,2,02-No,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,03-Rechazo,,No,No,No,No,01-Si,,,,,02-No,01-Español,,01-Si,04-A la capital,,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,Inseguridad alimentaria leve,01-Si,1-Si,2,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,01-Si,GHSAL0549,2-No,,,,,,,,,,,,,,,,1-Si,15,1,3-Meses,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,6,5,1-Días,02-No,,,,,,01-Si,16,5,1-Días,02-No,,,,,,01-Si,2,15,1-Días,02-No,,,,,
GHCUES0550,5,01-Si,01-Si,01-Si,,,,,,253028,1437,1-Urban,Guatemala,1,21007,03-Ausente (nadie en casa por mucho tiempo),,03-Ausente (nadie en casa por mucho tiempo),,01-Completa,,01-Español,02-No,01-Español,52740.00000000001,56280,34799.99999999999,53100,56700,35100,5,03-Alquilada,,03-Block,,05-Concreto/Loza/Terraza,,05-Ladrillo de cemento (mosaico) granito,,01-Casa formal,,2,1,01-Si,2,02-No,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,03-Rechazo,,No,No,No,No,01-Si,02-No,02-No,01-Si,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inseguridad alimentaria leve,01-Si,1-Si,1,15,1-Días,01-Si,02-No,,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,5,1,3-Meses,01-Si,02-No,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,6,15,1-Días,02-No,,,,,,01-Si,12,3,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES0551,5,01-Si,02-No,02-No,,,6.861468392445169,,.5676324460285724,253028,1432,1-Urban,Guatemala,2,21007,04-Pospuesta,,01-Completa,,,,01-Español,02-No,01-Español,52200,53100,,52799.99999999999,54060,,5,04-Cedida/prestada,,03-Block,,05-Concreto/Loza/Terraza,,07-Torta de cemento,,01-Casa formal,,2,2,01-Si,2,02-No,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,03-Rechazo,,No,No,No,No,01-Si,01-Si,02-No,02-No,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,Inseguridad alimentaria leve,01-Si,1-Si,2,40,1-Días,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,1,3,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,6,1,1-Días,01-Si,02-No,,,,,01-Si,12,1,1-Días,01-Si,02-No,,,,,01-Si,2,12,3-Meses,01-Si,02-No,,,,
GHCUES0552,2,02-No,02-No,02-No,,,,,,253028,1430,1-Urban,Guatemala,,21007,01-Completa,,,,,,01-Español,02-No,96-Otro,39960,,,41580,,,3,03-Alquilada,,04-Lámina,,03-Lámina de zinc/metálica,,01-Piso natural (tierra/arena),,05-Casa improvisada,,1,1,01-Si,1,02-No,01-Privado,04-Leña,,01-Red pública acueducto,,02-Fuera de la casa en el patio o lote,,01-Público,02-Recipiente tapado,02-Cada dos días o con menos frecuencia,02-No tratan el agua,,,,,,,01-Inodoro privado conectado a alcantarillado,,04-Recolector municipal,,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,"01-Sí, observado","01-Si, observado",Yes,No,No,No,,,,,,,01-Español,,01-Si,04-A la capital,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,0,0,0,0,0,0,0,0,,,,,,,,0,Seguridad alimentaria,02-No,1-Si,6,5,3-Meses,01-Si,01-Si,01-Sin marca,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,10,15,1-Días,01-Si,01-Si,01-Sin marca,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,3,3,1-Días,01-Si,01-Si,01-Sin marca,,,,01-Si,8,3,1-Días,01-Si,01-Si,01-Sin marca,,,,01-Si,3,15,1-Días,01-Si,01-Si,01-Sin marca,,,
GHCUES0554,5,01-Si,01-Si,02-No,,,,,,253028,1432,1-Urban,Guatemala,1,21007,01-Completa,,,,,,01-Español,02-No,01-Español,37680,,,38220,,,3,03-Alquilada,,03-Block,,05-Concreto/Loza/Terraza,,06-Piso cerámico,,01-Casa formal,,2,1,02-No,2,02-No,01-Privado,01-Gas propano,,01-Red pública acueducto,,01-Dentro de la casa,,02-Privado,01-Recipiente sin tapar,02-Cada dos días o con menos frecuencia,01-Tratan el agua,01-Si,02-No,02-No,02-No,02-No,,02-Inodoro compartido conectado a alcantarillado,,04-Recolector municipal,,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,03-Rechazo,,No,No,No,No,01-Si,,,,,02-No,01-Español,,01-Si,02-En el mismo departamento,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,Inseguridad alimentaria leve,01-Si,1-Si,1,3,3-Meses,01-Si,02-No,,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,1,1,3-Meses,01-Si,02-No,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,8,3,1-Días,02-No,,,,,,01-Si,8,3,1-Días,02-No,,,,,,02-No,,,,,,,,,
GHCUES0555,5,01-Si,01-Si,02-No,,,,,,253028,1419,1-Urban,Guatemala,1,21007,01-Completa,,,,,,01-Español,02-No,01-Español,58500,,,59520.00000000001,,,3,04-Cedida/prestada,,03-Block,,03-Lámina de zinc/metálica,,05-Ladrillo de cemento (mosaico) granito,,01-Casa formal,,5,4,01-Si,1,02-No,01-Privado,01-Gas propano,,01-Red pública acueducto,,01-Dentro de la casa,,01-Público,03-No almacena,,01-Tratan el agua,02-No,02-No,01-Si,02-No,02-No,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,03-Rechazo,,No,No,No,No,01-Si,02-No,02-No,01-Si,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Inseguridad alimentaria leve,01-Si,1-Si,2,2,3-Meses,01-Si,02-No,,,,,2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,5,1,3-Meses,01-Si,02-No,,,,,,,,,,,2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,15,1,2-Semanas,01-Si,02-No,,,,,01-Si,12,3,1-Días,01-Si,02-No,,,,,01-Si,2,1,3-Meses,02-No,,,,,
GHCUES0556,5,01-Si,01-Si,02-No,,,,,,253028,1424,1-Urban,Guatemala,2,21007,01-Completa,,,,,,01-Español,02-No,01-Español,36000,,,37260,,,3,04-Cedida/prestada,,03-Block,,03-Lámina de zinc/metálica,,07-Torta de cemento,,01-Casa formal,,2,1,01-Si,2,02-No,01-Privado,01-Gas propano,,09-Agua embotellada,,,,,,,,,,,,,,01-Inodoro privado conectado a alcantarillado,,05-Recoletor privado,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,"01-Sí, observado","01-Si, observado",No,No,Yes,No,,,,,,,01-Español,,02-No,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,02-No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Inseguridad alimentaria leve,01-Si,1-Si,1,1,3-Meses,01-Si,01-Si,02-Marca nacional,B&Z,,"01-Si, dice yodada",2-No,,,,,,,,,,2-No,,,,,,,,,,2-No,01-Sal gruesa/granuda,,02-No,,2-No,,,,,,,,,,,,,,,,1-Si,5,2,2-Semanas,01-Si,01-Si,02-Marca nacional,CAÑA REAL,GUATEMALA,"01-Si, dice vitamina A","02-No, no dice hierro","01-Si, empaque tiene ojo rojo/verde","01-Si, tiene fecha vencimiento",21124,"02-No, lista no dice vitamina A","02-No, lista no dice hierro",2-No,,,,,,,,,,,,,,,,2-No,03-Azúcar estandar,,02-No,,01-Si,4,8,3-Meses,02-No,,,,,,01-Si,8,1,1-Días,02-No,,,,,,01-Si,1,2,3-Meses,02-No,,,,,
